"","Author","Year","Title","DOI","DTIC.link","SA.measure.type","Sample.size","Sample.size.stats","es.z","vi.z","SampleID","Outcome"
"269","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.263094049,0.055555556,"Pierce2008",269
"270","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.022615828,0.055555556,"Pierce2008",270
"271","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.160955782,0.055555556,"Pierce2008",271
"272","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.219450072,0.055555556,"Pierce2008",272
"273","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SAGAT",21,21,0.368627899,0.055555556,"Pierce2008",273
"274","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.293151115,0.055555556,"Pierce2008",274
"275","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.43528418,0.055555556,"Pierce2008",275
"276","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.438391849,0.055555556,"Pierce2008",276
"277","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.214490679,0.055555556,"Pierce2008",277
"278","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.508840879,0.055555556,"Pierce2008",278
"279","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.481211825,0.055555556,"Pierce2008",279
"280","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SAGAT",21,21,0.467145308,0.055555556,"Pierce2008",280
"281","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.123144159,0.055555556,"Pierce2008",281
"282","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,-0.022615828,0.055555556,"Pierce2008",282
"283","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.53592605,0.055555556,"Pierce2008",283
"284","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.067183189,0.055555556,"Pierce2008",284
"285","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.022615828,0.055555556,"Pierce2008",285
"286","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.152185828,0.055555556,"Pierce2008",286
"287","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SAGAT",21,21,0.361358597,0.055555556,"Pierce2008",287
"288","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.135164421,0.055555556,"Pierce2008",288
"289","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.706180685,0.055555556,"Pierce2008",289
"290","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.171282014,0.055555556,"Pierce2008",290
"291","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.016844009,0.055555556,"Pierce2008",291
"292","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.189811092,0.055555556,"Pierce2008",292
"293","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.209423225,0.055555556,"Pierce2008",293
"294","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SAGAT",21,21,0.203539697,0.055555556,"Pierce2008",294
"295","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.27464303,0.055555556,"Pierce2008",295
"296","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.467145308,0.055555556,"Pierce2008",296
"297","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.331691322,0.055555556,"Pierce2008",297
"298","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.217913277,0.055555556,"Pierce2008",298
"299","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.129246659,0.055555556,"Pierce2008",299
"300","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.173446912,0.055555556,"Pierce2008",300
"301","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SAGAT",21,21,0.06192457,0.055555556,"Pierce2008",301
"302","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,-0.185068046,0.055555556,"Pierce2008",302
"303","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.166460765,0.055555556,"Pierce2008",303
"304","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.244974852,0.055555556,"Pierce2008",304
"305","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.016844009,0.055555556,"Pierce2008",305
"306","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,-0.203539697,0.055555556,"Pierce2008",306
"307","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SART",21,21,0.157386078,0.055555556,"Pierce2008",307
"308","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SAGAT",21,21,0.432138732,0.055555556,"Pierce2008",308
"309","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.117798302,0.055555556,"Pierce2008",309
"310","Pierce",2008,"COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION","http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF",NA,"SPAM",21,21,0.562597262,0.055555556,"Pierce2008",310
"311","Selcon",1990,"Evaluation of the Situational Awareness Rating Technique (SART) As a Tool for Aircrew Systems Design",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a223939.pdf","SART",12,12,0.168047425,0.111111111,"Selcon1990",311
"312","Selcon",1990,"Evaluation of the Situational Awareness Rating Technique (SART) As a Tool for Aircrew Systems Design",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a223939.pdf","SART",12,12,-0.239282002,0.111111111,"Selcon1990",312
"313","Selcon",1990,"Evaluation of the Situational Awareness Rating Technique (SART) As a Tool for Aircrew Systems Design",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a223939.pdf","SART",12,12,0.40005965,0.111111111,"Selcon1990",313
"314","Cooper",2010,"Managing the deteriorating patient in a simulated environment: Nursing students knowledge, skill and situation awareness.","10.1111/j.1365-2702.2009.03164.x",NA,"SAGAT",51,51,0.203774438,0.020833333,"Cooper 2010",314
"315","Strybel",2008,"Assessing the Situation Awareness of Pilots Engaged in Self Spacing","https://doi.org/10.1177/154193120805200104",NA,"SPAM",13,13,0.758173745,0.1,"Strybel 2008",315
"316","Strybel",2008,"Assessing the Situation Awareness of Pilots Engaged in Self Spacing","https://doi.org/10.1177/154193120805200104",NA,"SPAM",13,13,0.68382435,0.1,"Strybel 2008",316
"317","Jannat",2018,"The role of driver's situational awareness on right-hook bicycle-motor vehicle crashes","https://doi.org/10.1016/j.ssci.2018.07.025",NA,"SAGAT",51,51,0.309519604,0.020833333,"Jannat2018",317
"318","Jannat",2018,"The role of driver's situational awareness on right-hook bicycle-motor vehicle crashes","https://doi.org/10.1016/j.ssci.2018.07.028",NA,"SAGAT",51,51,0.140925576,0.020833333,"Jannat2018",318
"319","Kraemer",2015,"Real time validation of online situation awareness questionnaires in simulated approach air traffic control","https://doi.org/10.1016/j.promfg.2015.07.864",NA,"SAGAT",57,57,0.185660697,0.018518519,"Kraemer2015",319
"320","Kraemer",2015,"Real time validation of online situation awareness questionnaires in simulated approach air traffic control","https://doi.org/10.1016/j.promfg.2015.07.865",NA,"SAGAT",57,57,0.251386481,0.018518519,"Kraemer2015",320
"321","Kraemer",2015,"Real time validation of online situation awareness questionnaires in simulated approach air traffic control","https://doi.org/10.1016/j.promfg.2015.07.866",NA,"SAGAT",57,57,0.116206833,0.018518519,"Kraemer2015",321
"322","Kraemer",2015,"Real time validation of online situation awareness questionnaires in simulated approach air traffic control","https://doi.org/10.1016/j.promfg.2015.07.867",NA,"SPAM",57,57,0.42364893,0.018518519,"Kraemer2015",322
"323","Kraemer",2015,"Real time validation of online situation awareness questionnaires in simulated approach air traffic control","https://doi.org/10.1016/j.promfg.2015.07.868",NA,"SPAM",57,57,0.342828254,0.018518519,"Kraemer2015",323
"324","Kraemer",2015,"Real time validation of online situation awareness questionnaires in simulated approach air traffic control","https://doi.org/10.1016/j.promfg.2015.07.869",NA,"SPAM",57,57,0.080171325,0.018518519,"Kraemer2015",324
"325","Loft",2018,"Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach","https://doi.org/10.1177/0018720818784803",NA,"SAGAT",59,59,0.320545409,0.017857143,"Loft2018",325
"326","Loft",2018,"Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach","https://doi.org/10.1177/0018720818784803",NA,"SAGAT",59,59,0.320545409,0.017857143,"Loft2018",326
"327","Loft",2018,"Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach","https://doi.org/10.1177/0018720818784803",NA,"SAGAT",59,59,0.510070337,0.017857143,"Loft2018",327
"328","Loft",2018,"Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach","https://doi.org/10.1177/0018720818784803",NA,"SAGAT",59,59,0.090244188,0.017857143,"Loft2018",328
"329","Loft",2018,"Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach","https://doi.org/10.1177/0018720818784803",NA,"SAGAT",59,59,0.298566264,0.017857143,"Loft2018",329
"330","Loft",2018,"Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach","https://doi.org/10.1177/0018720818784803",NA,"SAGAT",59,59,0.255412812,0.017857143,"Loft2018",330
"331","Paletta",2017,"Towards Real-time Probabilistic Evaluation of Situation Awareness from Human Gaze in Human-Robot Interaction","http://dx.doi.org/10.1145/3029798.3038322",NA,"SAGAT",12,12,0.070114671,0.111111111,"Paletta2017",331
"332","Paletta",2017,"Towards Real-time Probabilistic Evaluation of Situation Awareness from Human Gaze in Human-Robot Interaction","http://dx.doi.org/10.1145/3029798.3038322",NA,"SAGAT",12,12,0.198569333,0.111111111,"Paletta2017",332
"333","Paletta",2017,"Towards Real-time Probabilistic Evaluation of Situation Awareness from Human Gaze in Human-Robot Interaction","http://dx.doi.org/10.1145/3029798.3038323",NA,"SAGAT",12,12,0.705742305,0.111111111,"Paletta2017",333
"334","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.012",NA,"SAGAT",13,13,-0.110446916,0.1,"Puuska2018",334
"335","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.013",NA,"SAGAT",13,13,0.010000333,0.1,"Puuska2018",335
"336","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.014",NA,"SAGAT",13,13,-0.198569333,0.1,"Puuska2018",336
"337","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.015",NA,"SAGAT",13,13,0.10943478,0.1,"Puuska2018",337
"338","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.016",NA,"SART",13,13,0.468516629,0.1,"Puuska2018",338
"339","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.017",NA,"SART",13,13,-0.316126175,0.1,"Puuska2018",339
"340","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.018",NA,"SART",13,13,0.680739596,0.1,"Puuska2018",340
"341","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.019",NA,"SART",13,13,0.540015897,0.1,"Puuska2018",341
"342","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.020",NA,"SAGAT",13,13,0.832843729,0.1,"Puuska2018",342
"343","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.021",NA,"SAGAT",13,13,0.670030583,0.1,"Puuska2018",343
"344","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.022",NA,"SAGAT",13,13,0.381489138,0.1,"Puuska2018",344
"345","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.023",NA,"SAGAT",13,13,-0.033011987,0.1,"Puuska2018",345
"346","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.024",NA,"SART",13,13,0.225758808,0.1,"Puuska2018",346
"347","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.025",NA,"SART",13,13,0.082184534,0.1,"Puuska2018",347
"348","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.026",NA,"SART",13,13,-0.030009005,0.1,"Puuska2018",348
"349","Puuska",2018,"Nationwide critical infrastructure monitoring using a common operating picture framework","https://doi.org/10.1016/j.ijcip.2017.11.027",NA,"SART",13,13,0.292027659,0.1,"Puuska2018",349
"350","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.065091774,0.005952381,"Bowden2013",350
"351","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.153187103,0.005952381,"Bowden2013",351
"352","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,-0.053049709,0.005952381,"Bowden2013",352
"353","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.03401311,0.005952381,"Bowden2013",353
"354","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.105388448,0.005952381,"Bowden2013",354
"355","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.20690272,0.005952381,"Bowden2013",355
"356","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.177851799,0.005952381,"Bowden2013",356
"357","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.10943478,0.005952381,"Bowden2013",357
"358","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.0852056,0.005952381,"Bowden2013",358
"359","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.233133868,0.005952381,"Bowden2013",359
"360","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.310618868,0.005952381,"Bowden2013",360
"361","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SPAM",171,171,0.181982689,0.005952381,"Bowden2013",361
"362","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,0.006000072,0.005952381,"Bowden2013",362
"363","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,0.064087597,0.005952381,"Bowden2013",363
"364","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,-0.045030412,0.005952381,"Bowden2013",364
"365","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,-0.026005861,0.005952381,"Bowden2013",365
"366","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,0.160360592,0.005952381,"Bowden2013",366
"367","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,0.284429817,0.005952381,"Bowden2013",367
"368","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,0.477202013,0.005952381,"Bowden2013",368
"369","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,0.263964597,0.005952381,"Bowden2013",369
"370","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,-0.021003088,0.005952381,"Bowden2013",370
"371","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,0.107411176,0.005952381,"Bowden2013",371
"372","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,0.055055559,0.005952381,"Bowden2013",372
"373","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SAGAT",171,171,0.121595763,0.005952381,"Bowden2013",373
"374","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,0.077152721,0.005952381,"Bowden2013",374
"375","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,-0.033011987,0.005952381,"Bowden2013",375
"376","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,0.075141102,0.005952381,"Bowden2013",376
"377","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,0.102355961,0.005952381,"Bowden2013",377
"378","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,-0.027006564,0.005952381,"Bowden2013",378
"379","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,-0.004000021,0.005952381,"Bowden2013",379
"380","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,-0.004000021,0.005952381,"Bowden2013",380
"381","Bowden",2013,"Situation Awareness Measurement Techniques for Simulated Submarine Track Management",NA,"https://apps.dtic.mil/docs/citations/ADA580215","SART",171,171,0.101345551,0.005952381,"Bowden2013",381
"382","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.775298706,0.03125,"Pleban2009",382
"383","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.435611223,0.03125,"Pleban2009",383
"384","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.13073985,0.03125,"Pleban2009",384
